-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,0,2,0,0,-2,x,1,-1,-2,0,0,0,0,0,-2,-2,0,0,0,-2,0,1,-4,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,0,-2,2,0,-2,x,1,-1,-2,0,0,-2,-2,0,0,0,4,-4,0,0,0,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,x,2,0,-2,0,2,-2,x,1,-1,-2,-2,0,0,-4,0,0,0,0,0,1,-4,0,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,x,-2,-2,0,2,-2,-2,0,-2,x,x,x,-2,-4,0,0,0,1,-4,0,1,0,1,-2,0,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,x,2,0,2,-2,-2,0,x,0,-2,-4,-2,0,0,1,-4,0,0,0,1,0,1,2,0,1,-2,0,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,2,-2,x,0,2,-4,-2,0,-2,1,-4,0,-4,0,1,0,0,0,0,1,0,1,2,2,1,-2,0,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,x,-1,x,x,x,2,-3,-2,1,x,0,x,0,x,0,0,0,0,1,0,0,0,0,1,2,1,x,2,x,-2,-2,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,0,0,-4,0,-2,0,2,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,x,2,-2,-2,x,-2,-2,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,x,1,3,0,-2,-4,0,0,0,0,2,10,0,0,0,0,0,0,2,0,10,1,0,0,0,2,2,-2,2,x,-2,x,-2,0,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,x,x,1,x,x,3,1,3,-4,-2,0,0,0,0,7,0,0,0,0,0,10,0,2,10,4,2,0,-2,2,2,x,-2,x,0,x,-2,0,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,3,0,1,3,0,0,x,3,1,3,0,-2,0,0,0,0,0,0,0,0,7,0,2,2,-2,-2,2,4,-2,-2,2,0,4,0,x,-2,0,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,0,-1,x,0,1,4,0,0,x,3,1,3,0,-2,0,0,0,7,0,2,2,-2,-2,x,2,-2,x,2,x,-2,4,2,-2,2,1,-2,0,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,0,0,0,0,1,0,0,4,4,0,x,3,1,3,0,-2,2,2,x,-2,2,2,-2,x,2,2,-2,4,2,-2,x,x,x,4,x,-2,-2,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,0,0,0,0,1,0,0,0,4,3,x,4,x,3,x,3,-2,-2,2,-2,-2,2,2,-2,0,2,x,-2,2,2,4,0,-2,-2,1,-2,4,1,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,0,0,0,0,1,0,0,0,0,0,3,2,3,2,x,x,x,x,2,x,-2,-2,2,2,-2,2,2,0,-2,x,-2,x,-2,4,1,-2,0,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,3,x,0,5,2,0,-2,-2,2,0,-2,0,2,2,-2,2,x,0,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,x,1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,-2,-2,2,0,x,0,2,0,-2,0,2,2,-2,2,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,2,2
1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,1,0,0,0,0,2,3,-2,-2,2,3,x,0,4,0,-2,0,2,0,-2,2,x,x,-2,x,-2,-2,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,0
-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,1,0,2,3,-2,-2,2,3,x,0,3,0,x,3,x,0,x,0,x,0,-2,2,-2,-2,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0
1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,2,2,-2,x,2,x,x,0,3,0,3,0,0,3,0,0,3,0,-2,2,-2,-2,1,x,0,x,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,0,-2,0,2,2,-2,0,2,0,0,0,0,3,0,3,3,0,x,2,x,x,0,x,0,-4,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2
1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,x,-2,2,0,-2,0,2,2,-2,0,2,0,0,0,0,0,3,0,3,3,0,-6,0,0,-2,0,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0
-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-2,0,-2,-2,2,0,-2,0,2,2,-2,0,6,0,0,-6,0,0,0,3,0,3,3,0,1,-2,0,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2,1
1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,1,-2,-2,2,0,-2,0,2,0,-2,-6,2,2,-2,0,0,0,-2,-6,6,0,3,0,x,-2,3,x,-2,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0,-2
-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-2,-2,x,0,-2,-2,2,0,-2,0,2,0,-2,-6,2,2,-2,0,0,0,3,-6,0,-3,0,3,x,3,x,x,1,x,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1,0
1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,1,-2,-2,-2,2,0,-2,-6,2,0,-2,0,2,0,-2,-6,2,-4,-4,0,-3,0,0,x,0,0,-3,0,3,0,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2,1
-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-2,x,2,-2,-2,-6,2,0,-2,-6,2,0,x,-4,x,-4,x,-3,2,0,-4,0,-3,-3,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0,-2
1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-2,-2,-6,2,0,-2,-2,2,-4,-2,-4,2,0,2,0,-4,0,0,-3,x,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1,0
-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-6,0,-2,-2,0,2,0,-2,-2,2,-4,-2,-4,2,0,x,0,2,-3,x,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2,1
1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,x,x,-1,x,-1,1,x,x,2,0,2,0,-2,-2,2,-4,-2,-4,2,0,-2,0,4,0,-4,0,2,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0,-2
-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,0,-1,0,0,1,0,2,0,x,-2,2,-4,-2,-4,x,0,x,0,x,0,x,0,x,0,x,0,-4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1,0
1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,0,0,0,0,1,0,-3,2,-4,-2,-4,2,0,-2,0,0,0,0,0,0,0,-4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2,1
-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,0,0,-3,-4,-2,-4,x,0,x,0,-2,-4,2,0,-2,0,-4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0,-2
1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,x,3,3,x,0,0,0,0,-4,-2,0,x,0,x,0,2,0,x,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,-2,1,0
-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,0,0,0,-6,3,0,-2,0,0,0,0,0,0,0,-4,0,2,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,0,1
1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,x,-1,1,-1,0,-6,0,-2,0,0,3,0,-2,-4,0,0,0,0,0,-4,0,2,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0,0
-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,x,-1,x,-1,1,2,-2,2,0,0,-4,-2,0,0,3,0,6,0,0,0,0,0,-4,0,2,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2,0
1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,0,2,0,-2,1,x,x,-3,-3,0,0,6,0,0,0,0,3,-4,0,0,0,6,0,-4,0,2,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2,-2
-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,x,-2,-2,0,2,-3,-3,0,6,x,0,0,0,0,-4,0,0,0,6,0,-4,0,0,0,0,0,-4,0,-4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,x,1,-2
1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,x,2,2,x,-3,6,0,2,0,0,0,-6,0,0,0,6,0,-4,0,0,0,0,0,-4,0,6,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,-2,4,1
-1,1,-1,1,-1,1,x,x,x,x,x,-1,x,-1,x,6,2,x,-6,-3,x,0,2,0,6,0,-4,0,0,0,-6,0,-4,0,6,0,0,0,-4,0,0,0,0,0,6,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,-2,4,1,0,4
1,-1,1,-1,1,-1,1,0,0,0,-6,0,2,0,0,0,-3,0,x,0,0,-3,-4,0,x,0,0,0,4,0,6,0,0,0,-4,0,-6,0,0,0,6,0,0,0,-4,0,0,0,0,0,6,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,-2,0,1,0,0,1,0
-1,1,-1,1,x,1,-1,1,0,0,0,-6,0,-3,2,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,x,0,4,0,0,0,6,0,0,0,-4,0,-6,0,0,0,6,0,0,0,-4,0,0,0,0,0,6,0,0,0,-4,0,0,0,0,0,0,0,0,3,1,x,1,1,-2,0,1,0,0,1,0,0,1
1,-1,1,-1,1,x,1,-1,1,0,-3,0,-6,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,x,0,4,0,0,0,6,0,0,0,-4,0,-6,0,0,0,6,0,0,0,-4,0,0,0,0,0,6,0,0,0,-4,0,0,0,3,1,x,1,1,-2,0,1,0,0,1,0,0
-1,1,-1,1,-1,1,x,x,-1,-2,0,0,0,-6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,x,0,4,0,0,0,6,0,0,0,-4,0,-6,0,0,0,6,0,0,0,-4,0,0,0,0,0,6,0,0,3,2,x,1,1,-2,0,1,0,0,1,0
1,-1,1,-1,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,x,0,4,0,0,0,6,0,0,0,-4,0,-6,0,0,0,6,0,0,0,-4,6,0,0,3,2,x,1,1,-2,0,1,0,0,1
-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,x,0,4,0,0,0,6,0,0,0,-4,0,-6,0,0,0,6,0,0,3,2,x,1,1,-2,0,1,0,0
1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,x,0,4,0,0,0,6,0,0,0,-4,6,-6,0,3,2,x,1,1,-2,0,1,0
-1,1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,x,0,4,0,0,0,6,-6,0,3,2,x,x,1,-2,0,1
1,-1,1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,-6,0,0,0,6,4,0,4,0,0,1,3,0,1,0,0
-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-6,0,0,0,0,0,0,0,0,6,0,6,0,0,3,4,x,x,0,1,x,0
1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,6,4,4,0,4,1,0
-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,x,0,6,4,x
1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-3,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
