-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,x,1,x,x,2,-2,-2,-3,-3,-2,-2,2,0,-3,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,2,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,0,3,-2,x,-3,x,-2,x,-3,-3,x,0,x,0,2,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,3,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,x,-1,2,-3,0,-2,x,-3,-3,-3,0,0,0,0,0,2,0,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,3,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,x,x,-1,1,-1,1,-1,1,2,0,-2,-2,2,-3,-3,-2,0,0,0,0,0,0,2,0,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,3,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,-1,1,-1,1,-1,x,x,x,-2,x,-3,x,-2,2,0,-3,-2,0,0,0,2,0,-1,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,3,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,x,x,-1,1,-1,1,-1,-2,-3,0,-2,x,0,-3,-3,-2,2,0,-3,0,2,0,-1,2,-1,0,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,-1,1,-1,x,x,x,x,-2,-3,-3,-3,-2,x,0,-3,-3,0,2,2,-3,-1,2,-1,0,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,x,x,-1,1,-1,0,5,-3,-3,x,-2,0,-3,-3,0,2,0,-3,x,0,x,2,-1,-1,2,-1,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,-1,1,-1,x,-2,-3,-2,-2,-3,-3,2,x,0,-3,0,0,2,0,0,2,-1,-1,2,-1,-1,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,x,x,-1,x,2,x,x,-3,-3,0,0,-3,0,2,0,0,-3,0,0,2,-1,-1,2,-1,-1,2,-1,0,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,-1,0,0,-3,-3,2,0,-3,-3,0,0,0,-3,0,2,0,0,-3,-1,-1,2,-1,-1,2,-1,0,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,x,x,-3,3,0,-3,-3,0,2,0,-3,-3,0,0,0,-3,-1,-3,-1,-1,x,-1,-1,2,-1,0,2,-1,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,x,3,-3,-3,-3,0,2,3,-3,-3,-3,2,0,-3,4,-3,-1,0,-1,-1,0,-1,-1,0,-1,0,2,-1,-1,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,x,x,-2,-3,3,2,3,-3,-3,-3,2,0,x,x,-3,x,0,-1,4,-1,x,0,-1,-1,0,-1,0,2,-1,-1,2,-1,0,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-3,3,2,x,-3,-3,-3,x,0,x,-3,-3,-4,0,0,0,-1,4,-1,0,0,-1,x,-1,-1,0,2,-1,-1,2,-1,0,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
2,0,-3,-3,-3,x,0,0,-3,4,0,0,0,0,0,0,-1,4,-1,0,0,-1,4,-1,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-3,-3,2,0,0,-3,0,0,0,0,0,0,0,4,0,-1,4,-1,0,0,-1,4,-1,-1,4,2,x,-1,2,-1,0,2,-1,-1,2,-1,x,x,x,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,-3,0,2,0,0,-3,0,0,0,0,4,0,-1,4,-1,4,0,-1,4,-1,-1,4,2,4,-2,2,x,2,2,-1,-1,2,-1,0,2,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,-3,0,2,0,0,-3,0,4,0,-1,4,-1,4,0,-1,4,-1,x,x,2,x,x,2,4,2,x,-1,x,2,-1,0,2,-1,-1,x,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,-3,0,0,0,0,-3,0,-3,0,4,-3,-1,x,-1,4,0,-1,4,-1,4,4,0,4,-1,2,0,2,2,-1,2,4,x,0,2,-1,-1,2,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,-3,0,-3,0,0,-3,-2,0,-1,0,-1,4,0,-1,0,-1,4,0,0,4,x,4,4,2,x,-1,2,x,-1,2,3,-1,x,2,-1,x,x,x,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-3,0,-3,0,0,-3,0,-2,0,0,-1,0,-1,4,0,-1,0,-1,4,0,0,0,0,4,4,2,4,-2,x,4,-2,2,0,-1,2,3,x,-1,2,-1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-3,0,-2,-2,0,0,0,-1,0,-1,4,0,-1,0,-1,4,0,0,0,4,4,2,4,-2,0,x,-2,x,x,-2,-1,x,x,2,-2,x,x,-1,x,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,-2,-2,-2,0,0,0,0,-1,0,-1,4,0,-1,0,-1,4,0,0,4,0,x,4,-2,0,x,3,3,4,-2,-1,-1,0,0,-2,0,0,2,-1,0,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,-2,0,0,0,0,0,-1,0,-1,4,0,-1,0,-1,4,0,4,0,0,4,-2,0,4,3,4,x,-2,-1,x,x,0,3,0,-1,0,0,-1,0,2,x,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,-1,0,-1,4,0,-1,0,-1,4,4,0,0,0,3,0,4,3,4,4,-2,-1,x,0,4,0,-2,0,-1,0,3,-1,0,2,0,-1,2,0,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,-1,0,-1,4,0,-1,0,-1,4,0,0,0,0,4,4,3,0,3,-2,x,x,0,4,4,-2,-1,0,-1,4,-2,x,0,-2,3,-1,2,0,2,2,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,-1,0,-1,4,0,-1,0,-1,4,0,0,0,0,4,3,0,0,2,4,x,3,3,0,x,-1,-1,0,2,x,-2,-1,-2,0,x,x,0,0,2,x,2,2,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,-1,0,-1,4,0,-1,0,-1,4,0,0,0,0,4,0,0,4,3,x,0,2,3,0,4,-3,x,2,2,-2,-1,x,0,-2,0,0,0,0,0,2,2,x,x,x,x,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,-1,0,-1,4,0,-1,0,-1,4,0,0,0,0,4,0,0,0,4,4,3,3,x,-3,2,2,x,4,x,x,x,2,3,-1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-1,0,-1,4,0,-1,0,-1,4,0,0,0,0,4,0,0,4,3,x,0,-3,0,4,x,3,3,2,2,0,4,2,4,-1,2,0,3,-1,0,0,0,0,0,0,0,2,2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,0,-1,4,0,-1,0,-1,4,0,0,0,0,4,4,3,0,4,x,0,0,x,0,0,-3,4,4,x,3,2,2,0,x,2,4,2,x,x,0,3,-1,0,0,0,0,2,x,x,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-1,4,0,-1,0,-1,4,0,0,0,0,4,0,0,0,0,4,-7,0,0,-7,0,0,0,0,0,4,4,4,4,3,2,0,0,2,0,2,4,-1,0,0,3,-1,0,0,0,2,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,4,0,-1,0,-1,4,0,0,0,4,5,0,0,-7,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,4,4,3,0,2,2,-1,2,0,4,x,-1,0,3,-1,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
4,0,-1,4,-1,4,0,-7,0,4,4,0,0,0,4,5,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,4,2,x,x,2,2,-1,2,-1,2,4,x,0,3,3,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-7,-1,0,-1,4,0,0,4,-1,4,0,-7,0,4,4,0,0,0,4,5,5,5,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,3,4,-1,2,x,-1,2,-1,2,-1,4,4,3,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
x,0,-1,4,-7,0,0,-1,4,0,0,4,-1,4,0,-7,0,4,4,0,0,0,4,5,5,5,5,0,4,0,0,0,0,4,0,0,3,4,x,x,x,-2,x,-1,0,x,-1,2,x,x,x,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,-1,4,0,4,0,-1,4,-7,0,0,-1,4,0,0,4,-1,4,0,-7,0,4,4,0,0,0,4,2,5,5,5,5,4,0,0,4,0,4,0,-4,0,4,-1,0,0,-1,0,0,0,2,0,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,x,0,0,0,-1,4,-7,4,0,-1,4,-7,0,0,-1,4,0,0,4,-1,4,0,-7,0,4,4,0,0,2,4,x,2,5,5,x,2,0,0,4,4,x,0,-4,-1,4,-1,0,0,0,0,2,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-7,4,0,0,-1,x,-7,0,0,-1,4,-7,4,0,-1,4,-7,0,0,-1,4,0,0,4,-1,4,0,3,0,4,4,2,0,0,x,4,0,2,3,x,-1,0,0,x,4,-1,0,-4,-1,4,-1,0,0,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,-1,-7,4,0,0,-1,x,-7,0,0,-1,4,-7,4,0,-1,4,-7,0,0,-1,4,0,4,4,-1,x,3,3,0,4,4,0,0,0,0,-2,0,3,0,-4,-1,0,0,-1,4,-1,0,4,-1,4,-1,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,-1,-7,0,0,0,-1,-7,2,0,0,-1,x,-7,0,0,-1,4,-7,4,0,-1,4,-7,0,0,-1,4,4,4,4,-1,3,3,3,0,-5,4,-4,-2,-4,0,-1,3,0,3,4,-1,0,0,-1,4,x,4,4,2,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,x,0,0,0,0,-1,-7,0,0,0,-3,-7,2,0,0,-1,x,-7,0,0,-1,4,-7,4,0,-1,4,x,3,0,x,x,4,4,x,-2,x,x,x,0,0,2,x,-2,0,4,x,3,3,3,4,-1,0,4,0,4,0,-3,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-7,0,0,0,0,x,0,0,-3,0,0,-7,0,0,0,-3,-7,0,0,0,-1,4,-7,0,0,-1,4,-7,4,0,0,4,3,0,-2,0,0,4,4,0,-6,0,-2,0,2,0,-2,2,x,4,4,x,3,3,0,2,-1,0,4,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,-7,-3,0,0,0,-7,0,0,-3,0,0,-7,0,0,0,4,x,0,0,0,-1,4,-7,0,0,0,4,x,x,0,-6,-3,-3,-2,x,0,-2,4,x,0,x,0,2,0,-2,2,0,2,x,4,2,x,3,-2,-1,4,-1,1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,x,0,0,-3,0,0,-7,-3,0,0,0,0,0,0,0,0,0,-7,0,0,0,-5,4,0,0,0,-6,4,-7,-2,-3,-3,x,-2,0,0,-2,0,0,0,0,0,2,4,-2,0,2,0,-2,x,2,2,0,2,x,x,0,x,3,-1,-3,-3,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-7,-3,0,0,0,-3,0,0,0,0,0,-7,0,0,0,0,0,10,0,0,0,-6,-7,0,-7,-4,0,4,x,-3,0,-2,x,0,-2,3,0,0,0,0,0,2,0,-2,0,2,0,-2,4,2,0,-2,0,2,2,0,5,0,-3,x,0,0,3,2,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,-3,0,-7,0,0,0,0,0,10,10,0,0,0,-6,0,-7,0,-4,0,x,-7,4,0,4,-3,10,-2,-2,0,4,-2,0,-7,0,0,0,3,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,4,-2,0,2,2,0,0,2,0,5,0,0,0,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-3,0,0,0,0,0,0,0,0,0,-6,-7,0,0,-4,0,x,-7,0,0,0,10,10,0,x,0,-2,-2,x,0,4,-2,-2,-2,2,0,4,3,-4,0,-2,0,x,0,-2,-7,2,0,-2,0,2,0,-2,0,2,4,-2,4,2,2,0,5,2,0,0,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,10,0,0,0,-4,0,x,-7,0,0,0,0,0,0,0,10,10,0,0,0,-2,-2,0,0,4,-2,x,x,x,0,x,3,x,0,x,0,x,-7,4,0,x,0,-2,0,2,0,-2,0,2,0,-2,0,2,4,-2,4,2,x,4,0,2,-1,5,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,x,0,0,0,0,0,0,0,0,0,10,0,0,10,-4,0,0,-7,-2,-2,0,0,0,-2,0,10,10,0,4,0,-7,0,0,0,3,0,4,0,0,0,-2,0,x,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,4,2,2,x,5,x,x,x,x,-1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,10,-2,0,0,0,-2,-2,0,10,10,-2,0,x,-2,0,0,-7,-7,0,10,0,4,-7,x,10,10,3,-2,4,4,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,x,4,0,2,-1,5,0,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,0,0,0,-2,-2,0,0,0,-2,-7,x,-2,0,0,0,-7,0,0,10,x,-2,0,0,10,0,x,-7,4,0,x,3,x,4,x,10,x,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,2,x,5,x,2,-1,x,-1,x,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,10,-2,0,0,0,-2,4,0,-2,0,-2,0,x,-2,0,0,0,-7,0,0,0,0,-2,-7,0,0,0,-2,0,0,0,0,10,0,-2,4,0,2,0,-2,4,2,0,-2,0,2,0,-2,10,2,0,-2,0,2,0,x,0,2,2,0,-1,2,2,x,-1,1,-1,1,-1,1,-1,1
