1,-2,0,1,-2,0,1,-2,0,1,-2,0,1,1,x,1,0,1,-3,0,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,4,2,-1,2,-1,4,0,-1,0,2,x,x,x,-1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,1,-2,0,1,-2,0,1,-2,0,1,0,0,1,1,-3,1,0,1,-3,-2,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,4,2,-1,2,x,x,2,-1,x,0,4,0,2,-1,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,1,-2,0,1,-2,0,1,0,0,1,-3,0,1,1,-3,2,-2,1,x,-2,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,2,-1,2,2,3,2,-1,0,2,-1,0,0,-1,0,6,-1,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-2,0,1,-2,0,1,0,1,3,0,0,1,-3,0,x,x,0,2,x,1,1,-2,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,-1,0,2,-1,2,x,0,-2,-1,0,2,-1,0,6,-1,0,-1,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,1,-2,0,1,0,0,1,0,1,3,1,3,1,0,1,0,0,0,2,x,1,1,-2,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-1,0,2,-1,0,2,-3,-3,-1,0,0,-1,0,-2,-1,0,-1,-1,x,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,0,0,0,2,x,1,1,-2,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,1,0,0,0,0,1,1,-1,0,0,x,-3,-2,x,0,x,-3,0,-1,-2,2,-1,0,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,0,0,2,x,1,1,-2,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,1,0,0,0,1,x,1,4,0,-2,0,0,-3,0,0,0,2,0,0,-1,0,2,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,3,3,2,x,1,1,-2,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,1,0,0,0,1,0,x,0,-3,3,4,0,-2,0,0,0,0,-3,0,0,-1,0,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,2,x,1,1,-2,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,1,0,0,0,-4,0,3,0,0,-2,0,3,0,5,0,-2,0,0,-1,0,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,2,x,1,1,-2,0,1,-2,0,0,-2,x,1,-1,-2,0,0,0,0,-4,1,3,0,3,-4,0,-2,0,3,0,0,5,-2,3,0,0,3,5,2,x,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,2,x,1,1,-2,0,1,-2,0,0,-2,x,1,-1,5,0,3,0,0,-4,x,-2,1,x,-4,3,0,0,0,-2,3,0,3,5,0,x,2,0,-2,x,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,2,x,1,1,-2,0,1,-2,0,5,1,x,1,-1,2,0,-3,-1,x,-4,0,0,1,0,0,0,-2,3,0,0,5,0,3,2,3,-2,-2,x,-1,-2,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,2,x,1,1,-2,0,1,0,0,0,2,-1,x,x,-2,x,0,0,-1,0,0,0,1,-2,0,0,0,5,0,3,2,3,-2,-2,x,0,2,0,-2,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,2,x,1,1,-2,0,1,0,0,-1,0,3,-1,0,0,0,-1,0,0,1,-2,0,1,0,5,0,3,2,0,-2,-2,x,0,-3,-2,-2,-2,2,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,2,x,1,1,-2,0,1,-1,0,0,-1,0,0,3,-1,0,1,-2,0,1,0,5,1,3,2,0,-2,-2,x,-3,3,-2,-2,-2,0,0,-1,0,2,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,2,x,1,1,-2,-1,1,-1,-1,0,0,-3,-1,x,-2,3,x,0,5,1,3,x,1,-2,-2,x,-3,2,-2,-2,-2,0,3,0,3,0,2,0,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,2,x,x,x,x,-1,x,x,-1,-3,-1,-2,-2,0,0,5,0,3,0,x,-2,x,x,-3,2,-2,-2,-2,2,0,-2,0,0,0,2,0,-2,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,3,0,-5,0,-1,0,-3,-1,-2,x,-2,-2,0,5,0,3,0,0,-2,0,x,-3,3,-2,-2,-2,2,0,-2,0,2,0,-4,0,-2,-2,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,x,1,3,1,3,0,2,-1,-2,x,0,-2,-2,0,5,0,3,0,0,-2,0,x,-3,3,-2,-2,-2,2,3,x,-2,x,0,x,0,x,-2,-4,0,x,0,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,x,2,x,3,2,3,-2,0,5,0,3,0,0,-2,0,x,-3,3,-2,-2,-2,0,3,0,-2,2,0,3,0,6,-2,0,0,0,0,0,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,2,x,2,2,x,3,x,0,x,0,3,-2,0,x,-3,3,-2,-2,-2,0,3,0,-2,0,3,3,0,x,2,3,3,0,0,3,0,-6,-1,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,x,1,2,2,0,2,2,2,0,3,-2,0,-3,-3,3,-2,-2,-2,0,3,0,-2,0,0,3,0,-2,0,3,3,-6,x,2,3,3,-6,-1,x,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,1,2,2,3,2,2,x,x,2,x,-2,-2,x,0,3,0,-2,0,0,3,0,x,0,2,3,0,x,x,3,3,-6,2,x,3,3,-6,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,x,x,1,2,2,0,3,2,-2,-2,2,0,-2,0,-2,0,0,3,0,-2,0,0,3,0,-6,2,0,3,0,-6,3,3,3,x,2,0,3,3,4,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,1,x,2,x,x,x,x,-2,-2,x,0,-2,0,3,-2,-6,0,3,0,-2,-6,3,3,0,2,2,0,3,0,0,3,3,3,x,x,1,x,x,x,x,x,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,1,3,2,3,0,2,-2,-2,0,0,3,0,3,-2,0,-6,3,3,-2,-6,0,3,0,-2,3,3,3,2,2,2,0,3,0,0,3,3,3,1,0,0,0,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,1,3,x,3,x,2,-2,3,2,-3,-3,3,-2,0,x,0,3,-2,-6,0,3,3,-2,-6,0,3,0,x,3,3,x,2,2,2,0,3,3,0,3,4,3,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,3,x,3,1,2,2,x,x,2,-2,x,0,x,-3,3,-2,-6,-6,0,3,-2,-6,0,3,3,-2,-6,0,3,0,3,3,3,2,2,2,2,3,x,3,x,x,x,x,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,3,1,3,x,x,2,3,3,0,4,-6,-2,-2,0,-6,3,3,-2,-6,-6,0,3,-2,-6,0,3,3,-2,-6,0,3,3,3,3,x,2,2,2,0,3,0,3,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,x,3,1,3,3,x,-2,2,2,x,x,0,-6,2,-2,-2,-6,-6,3,3,-2,-6,-6,0,3,-2,-6,0,3,3,-2,-6,0,3,3,3,3,2,2,2,2,1,x,1,x,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,3,1,x,-2,x,3,-2,-4,-4,-4,x,x,0,x,x,-2,-2,-6,-6,3,3,-2,-6,-6,0,3,-2,-6,0,3,3,-2,-6,0,3,3,3,x,2,2,2,0,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,x,-2,x,-2,-4,3,0,3,0,-4,-6,6,6,6,0,-6,-6,0,-2,-6,-6,3,3,-2,-6,-6,0,3,-2,-6,0,3,3,-2,-6,0,3,3,3,2,2,x,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-4,-4,x,0,-4,-6,x,2,x,3,-6,x,-6,x,-6,-6,x,x,6,x,x,0,x,-6,-6,x,x,-2,-6,-6,0,3,-2,-6,0,3,3,-2,-6,3,3,3,2,x,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-4,-4,1,-6,-4,2,-4,3,-6,0,-6,0,-6,x,2,0,x,0,0,0,0,-6,-6,0,0,-6,-6,-6,6,-2,0,-6,0,3,-2,-6,-6,0,3,-2,-6,0,3,3,-2,x,3,2,x
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,3,0,2,x,x,x,x,-6,0,x,x,x,2,3,0,0,0,0,-6,-7,0,0,-6,-6,-6,6,-2,0,-6,6,x,0,-6,-6,0,-2,-6,x,0,3,-2,-6,0,0,3,-2,-6,0,3,x,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6,0,3,2,0,0,0,0,0,0,0,x,0,2,0,-5,-6,-6,0,3,-7,-6,0,-2,0,-6,2,0,-2,-6,6,0,-2,0,x,0,0,-2,-6,-6,-2,3,-2,-6,0,0,3,-2,-6,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,1,0,0,0,0,0,10,0,0,2,0,10,-6,0,-7,0,x,-6,-2,0,-6,0,-2,2,-6,2,0,-2,-6,x,0,-2,0,-6,-6,-2,-2,5,-6,-2,0,-2,-6,-6,0,3,-2,-6,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-6,-7,0,0,-6,x,0,-6,-6,-6,3,0,-6,2,-2,10,-6,2,0,x,-6,x,-6,-2,-2,x,-6,-2,-2,5,-6,x,0,-2,-6,-6,5,0,-2,-6,0,0,-3,0,-6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,1,0,-6,0,-6,-6,-6,-6,3,0,-6,0,-2,0,-6,2,x,3,-6,2,-6,0,-3,-3,-6,-2,-2,x,-6,2,-2,5,-6,-6,0,-2,-6,-6,5,0,x,-6,-6,-3,-6,3,-6,-2,0,0
0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,-6,0,0,0,-6,0,-6,-6,-6,-2,0,0,-6,0,-2,-6,-6,2,-2,3,-6,0,-6,0,2,x,x,-3,x,2,x,-2,x,x,x,-6,-2,x,-6,x,5,x,2,x,x,-2,-6,-6,-3,0,-6,5,0,-2,0,0,3,-6
0,0,-6,0,0,0,0,-12,0,0,0,0,0,-6,0,0,0,0,0,-6,0,0,0,-6,0,-6,-6,-6,-2,0,0,-6,-2,-2,-6,-6,2,-2,2,-6,0,x,0,-6,2,2,0,3,0,-3,0,2,2,0,x,0,2,-6,-2,4,0,0,-6,5,0,-6,-6,-3,-2,-3,x,-3,0,0,0,-3,x,0,0,5,0,5,0
0,-6,0,0,0,0,0,-6,0,0,0,0,0,-6,0,0,0,-6,0,-6,-6,-6,-2,0,0,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,-2,0,-6,2,0,2,-6,0,0,0,0,2,2,2,0,3,-6,0,2,2,0,x,0,2,-6,-3,-3,x,x,-2,0,x,0,x,x,0,0,-3,0,-3,0,0,0,0,0,0,0,0
0,-6,0,0,0,0,0,-6,0,0,0,-6,0,-6,-6,-6,-2,0,0,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,-2,0,-6,0,0,0,-6,2,0,2,0,0,-6,0,0,2,2,2,2,3,x,0,2,4,-3,-3,0,2,-6,-2,-3,0,0,0,0,0,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0
0,-6,0,0,0,-6,0,-6,-6,-6,-2,0,0,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,-2,0,-6,0,0,0,-6,0,-6,0,0,2,0,2,0,0,0,0,0,2,2,2,3,3,x,0,2,x,0,x,0,2,-6,-2,-3,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6,-6,-6,-2,0,0,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,-2,0,-6,0,-6,0,-6,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,2,2,3,x,0,2,5,-2,x,-3,2,x,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,x,0,-6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,2,2,3,x,-3,2,2,-2,x,5,2,0,x,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,2,x,2,2,3,x,-3,2,2,-2,-3,0,-3,0,5,-3,0,0,0,0,0,0,0,0,0,0,0
-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,x,-3,2,2,3,x,-3,x,x,-2,-3,0,0,0,0,0,0,5,0,0,0,0,0,0,0
-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,-3,0,0,3,3,-3,2,2,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,0,3,-3,-3,5,2,3,3,x,2,2,2,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,2,0,x,-3,2,2,0,x,-3,x,x,2,x,3,2,2,2,0,-14,0,0,0,0,0,0,0,0,0,0,0,0
-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-3,2,2,0,-14,-3,2,2,0,0,-3,0,0,2,2,3,x,2,2,0,-14,0,0,0,0,0,0,0,0,0,0
-2,-2,-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-14,0,-3,0,0,0,0,-3,0,0,0,0,-3,2,2,0,-14,-3,2,2,0,0,-3,0,0,2,2,3,3,2,2,0,-14,0,0,0,0,0,0,0,0
-6,-6,-2,-2,-6,-6,-2,-2,-6,-6,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,0,-14,0,-3,0,0,0,0,-3,0,0,0,-14,-3,2,2,0,-14,-3,2,2,0,0,-3,0,0,2,2,x,3,-2,2,0,-14,0,0,0,0,0,0
-2,-2,-6,-6,-2,-2,-6,-6,0,0,0,-6,2,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-14,0,0,0,0,0,0,0,-3,0,0,-14,0,-3,2,0,-14,0,-3,0,0,0,-14,-3,0,0,0,-14,-3,2,2,0,-14,-3,2,2,0,0,-3,0,0,2,2,2,0,3,2,0,-14,0,0,0,0
x,-6,-2,-2,-6,-6,0,0,0,-6,0,0,-14,0,2,0,-14,0,0,0,0,0,0,0,0,0,0,-14,0,0,2,0,-14,0,0,-3,0,0,-14,0,-3,0,0,-14,0,-3,2,0,-14,-14,-3,0,0,0,-14,-3,0,0,0,-14,-3,-2,2,0,-14,-3,2,2,0,0,-3,0,0,2,2,2,2,0,x,0,-14,0,0
x,-2,-14,-6,0,0,0,-6,0,0,0,0,0,-14,-14,0,2,0,-14,0,0,-3,0,0,-14,0,0,0,0,-14,0,0,x,0,-14,-14,0,-3,0,0,-14,0,-3,0,0,-14,-14,-2,2,0,-14,-14,-3,0,0,0,-14,-3,0,-2,0,-14,x,0,2,0,-14,-3,2,2,0,0,-3,0,0,2,2,2,2,0,0,0,-14
-14,-6,2,0,-14,-6,0,-3,0,0,-14,0,0,0,0,-2,0,0,x,0,-14,-14,0,-3,0,0,-14,0,0,0,0,-14,-14,-2,x,0,-14,-14,0,-3,0,0,-14,0,0,-2,0,-14,-14,-3,2,0,-14,-14,-3,0,-2,-2,0,-14,0,0,0,-14,-3,0,2,0,-14,-3,2,2,0,0,-3,0,0,2,2,2,2,0,0
0,0,0,0,x,0,-14,-14,0,-3,0,0,-14,-2,0,0,0,-14,-14,-2,-3,0,-14,-14,0,-3,0,0,-14,0,0,-2,0,-14,-14,0,x,0,-14,-14,0,0,-2,-2,0,-14,-3,0,0,-14,-14,-3,2,-2,x,2,0,-14,0,0,-14,-3,0,0,0,-14,-3,0,2,0,0,-3,2,2,0,0,-3,0,0,2,2,2,2
0,0,0,-14,-14,-2,-3,0,-14,-14,0,3,0,0,-14,0,0,x,0,-14,-14,0,-3,0,-14,-14,0,0,0,-2,0,-14,-14,0,0,-14,-14,0,0,-2,-2,3,0,x,-3,0,-14,0,-3,0,-2,x,0,0,2,-14,0,x,-3,-14,0,0,-14,-3,0,0,0,0,-3,0,2,0,0,-3,2,2,0,0,-3,0,0,2,2
-14,0,0,x,0,-14,-14,0,-3,0,-14,-14,0,0,3,0,0,-14,-14,-3,0,-14,-14,0,0,0,0,-2,-14,0,0,0,-14,-14,0,0,0,-2,3,0,0,x,0,0,x,2,0,2,x,0,0,0,-14,0,0,-3,2,0,-14,-14,-3,0,0,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,2,2,0,0,-3,0,0
3,0,0,-14,-14,-3,0,-14,-14,0,0,0,0,0,-14,0,-3,3,-14,-14,0,0,0,0,0,-2,0,0,0,0,-14,-14,0,0,0,-2,0,0,-14,0,0,7,2,0,-14,-14,0,2,0,-5,0,0,-3,0,0,-14,0,-3,2,0,0,-14,-3,0,0,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,2,2,0,0,-3
-14,0,-3,3,-14,-14,0,0,0,0,0,0,0,-3,0,0,-14,-14,0,0,3,0,0,-2,-14,0,0,-14,2,0,-14,-14,0,-2,-14,-5,0,0,0,0,0,-14,2,0,x,0,0,x,7,x,0,-5,-14,0,-3,0,0,0,0,-3,2,0,-14,-14,-3,0,0,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,2,2,0
