1,-1,1,x,x,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,0,2,0,1,-2,0,1,-2,0,1,-2,0,1,-2,0,1,0,0,1,0,0,1,0,0,1,0,1,x,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,2,2,1,-2,0,1,-2,0,1,-2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,x,x,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,x,1,x,2,x,-2,-2,1,-2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,2,1,-2,-2,x,-2,-2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,x,x,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,x,x,x,x,x,-2,-2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-2,-2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,x,x,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,3,-2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,x,1,0,-10,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,x,x,1,-1,1,0,0,0,-1,1,x,1,-1,1,-1,1,-1,1,0,1,0,-10,0,-10,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,1,-1,1,-1,1,0,-1,0,0,1,x,1,x,1,-1,1,-1,1,0,1,0,-10,0,-10,0,-10,3,0,0,0,0,1,0,0,1,0,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,x,x,1,-1,1,-1,-2,0,0,0,0,1,-10,1,x,1,x,1,-1,1,0,1,0,-10,0,-10,0,-10,0,-10,3,0,0,1,0,0,1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,1,x,x,x,1,-1,-2,0,0,0,0,1,-10,1,-10,1,x,1,x,1,0,1,0,-10,0,-10,0,-10,0,-10,3,-10,3,1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,1,-10,4,x,1,-1,-2,0,0,0,0,1,-10,1,-10,1,-10,1,-10,2,-10,1,0,-10,0,-10,0,-10,0,-10,3,-10,3,3,3,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,x,1,-10,2,x,1,x,-5,-10,2,-10,0,1,-10,x,-10,x,-10,1,-10,2,x,1,0,-10,0,-10,0,-10,0,0,-10,-10,3,-10,3,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,x,x,1,-2,0,x,-10,2,x,-2,-10,1,-10,-10,2,-10,1,-10,-10,-10,0,-10,1,0,2,x,1,-10,0,0,0,0,-10,0,0,0,-10,0,x,3,2,x,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,x,-3,-3,-10,x,2,3,1,x,-2,x,-2,x,1,-10,-10,x,x,x,0,-10,0,0,-10,1,0,2,x,1,0,0,0,0,0,-10,0,0,0,-10,0,0,3,2,x,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-3,0,-3,0,1,-2,-10,2,x,-2,x,2,0,0,-10,1,0,0,-10,0,0,0,0,0,0,-10,1,0,2,x,1,0,0,0,0,0,-10,0,0,0,-10,0,0,3,2,x,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,1,1,-2,-10,x,0,-2,-10,2,0,-2,0,2,0,-10,1,0,0,0,0,0,0,0,0,0,-10,1,0,2,x,1,0,0,0,0,0,-10,0,0,0,-10,0,0,3,2,x,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-2,1,x,-2,3,0,2,0,-2,0,2,0,-2,0,2,-10,1,0,0,0,0,0,0,0,0,0,-10,1,0,2,x,1,0,0,0,0,0,-10,0,0,0,-10,0,0,3,2,x,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,1,-2,1,0,x,2,-2,3,2,2,-2,0,2,0,-2,2,x,-10,0,0,0,0,0,0,0,0,0,-10,1,0,2,x,1,0,0,0,0,0,-10,0,0,0,-10,0,0,3,2,x,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,1,0,1,-2,x,2,x,x,3,x,2,-2,0,2,0,-2,x,0,0,-10,0,0,0,0,0,0,0,-10,1,0,2,x,1,0,0,0,0,0,-10,0,0,0,-10,0,0,3,2,x,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,1,2,0,1,0,0,3,2,0,2,0,x,2,-2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,-10,1,0,2,x,1,0,0,0,0,0,-10,0,0,0,-10,0,0,3,2,x,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,1,2,2,1,0,0,0,3,x,0,3,0,0,2,0,0,2,-10,2,0,4,0,0,0,0,0,0,0,-10,1,0,2,x,1,0,0,0,0,0,-10,0,0,0,-10,0,0,3,2,x,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,1,x,2,4,0,0,-10,0,0,3,0,3,3,0,2,0,0,x,0,x,-10,2,0,4,0,0,0,0,-10,2,0,2,x,1,0,0,0,0,0,-10,0,0,0,-10,0,0,3,2,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-10,0,0,0,0,1,0,0,2,0,0,4,0,0,-10,0,3,3,3,3,2,0,-10,0,0,0,0,2,0,2,0,4,0,-10,0,2,2,x,1,0,0,0,0,0,0,-10,0,0,-10,0,0,0,0,-6,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,-10,0,1,0,0,3,2,0,-10,0,0,4,0,0,0,x,3,-2,x,-10,0,0,0,0,0,2,0,2,2,x,0,x,0,2,x,1,0,0,0,0,0,0,0,3,0,-10,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
2,0,-10,0,0,0,0,1,0,0,3,0,x,-10,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,x,1,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
3,0,2,-10,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,2,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,6,0,0,0,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,2,0,2,2,0,2,2,8,0,0,0,0,0,6,0,0,0,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,2,0,2,2,0,2,2,0,0,2,6,2,0,8,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,2,0,2,2,7,2,2,6,0,2,2,x,x,-1,x,-1,1,x,1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2,0,2,2,x,2,2,x,0,-3,-3,6,-1,0,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,3,3,0,7,2,3,2,2,x,-3,-3,0,x,x,6,0,0,-3,1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,x,0,3,3,x,7,x,x,-2,2,7,-3,-3,0,-3,0,-3,0,0,1,-3,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,7,x,3,3,-3,0,x,x,0,x,7,-3,-3,0,1,-3,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,-3,0,0,12,3,3,7,-3,-3,0,1,-3,0,0,1,0,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-3,3,0,12,3,3,0,-3,-3,0,x,x,0,-3,x,0,7,0,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,12,3,3,0,x,-3,0,3,3,0,-3,-3,0,0,0,-3,0,0,-1,0,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,12,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,4,-3,-3,0,0,-1,0,2,-1,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,12,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,12,-3,-3,0,x,3,0,3,-3,2,-1,-1,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,12,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,12,-3,-3,0,3,x,0,-3,-3,2,-3,x,-1,x,x,x,0,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,12,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,12,-3,x,0,3,3,12,-3,-3,0,x,0,0,-3,2,12,0,0,0,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,12,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,12,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,12,0,12,0,2,12,4,-1,-1,2,-1,1,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,12,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,12,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,12,3,x,-3,2,-3,2,12,4,x,x,x,x,x,x,x,-1,x,-1,1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,12,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,12,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,12,3,3,-3,-3,-3,3,3,0,2,0,x,0,2,12,-8,0,0,-8,0,-1,0,12,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
12,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,12,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,12,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,12,3,3,-3,-3,-3,0,3,x,-3,x,2,3,4,2,12,12,0,x,12,0,-8,-1,0,12,1,-1,1,-1,x,-1,1,-1,1,-1,1,-1,x
0,0,0,0,0,0,0,0,0,-3,0,0,12,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,12,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,12,3,3,-3,-3,-3,12,3,3,-3,-3,-3,0,3,0,12,x,-1,x,x,4,2,0,-2,-1,-8,-2,x,x,x,x,x,-1,1,x,1,-1,x,-1,x,x
0,0,0,0,0,0,-3,0,0,0,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,12,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,12,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,x,12,-3,-3,x,-2,-8,-3,-3,0,x,-2,x,x,-2,0,12,0,0,0,-1,0,0,1,x,1,-1,0,0,0
0,0,0,-3,0,0,0,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,12,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,3,-2,-3,-3,-3,x,-2,-3,-3,-3,0,0,-2,0,0,-2,12,0,0,0,0,0,-1,0,0,0,0,1,-1,1,-1,12,0
-3,0,0,0,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,3,-2,x,-3,-3,x,x,x,-3,-3,-3,0,0,-2,0,0,-2,12,12,0,0,0,0,0,-1,0,0,0,0,1,-1,x,-1,1,-1,0
0,0,3,0,0,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,3,-2,x,-3,-3,2,3,-2,-3,-3,-3,0,0,0,-2,0,0,-2,0,0,12,12,0,0,0,0,-1,0,0,0,0,1,x,x,-1,1,-1,1,-1
0,0,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,3,-2,x,-3,-3,2,x,-2,x,-3,x,-3,x,-3,0,4,0,0,-2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-3,-3,1,-1,1,-1,1
0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,3,-2,x,-3,-3,2,x,-2,-2,-3,2,-3,-2,-3,0,0,0,0,0,-2,0,0,4,0,0,0,0,0,0,0,-1,0,0,0,0,-3,-3,1,0,1,-1,1,-1,1,-1
0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,3,-2,x,-3,-3,2,x,-2,-2,-2,2,x,x,x,0,2,0,-2,-3,0,-2,0,0,0,0,0,0,0,0,4,0,0,-1,0,0,-3,-3,0,0,0,0,1,-1,1,-1,1,-1,1
0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,3,-2,x,-3,-3,2,x,-2,-2,-2,x,0,-2,0,0,2,2,0,x,-3,x,-2,-2,-3,0,0,0,0,0,0,0,0,0,0,-1,-3,3,-3,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1
0,-3,-3,0,3,3,0,-3,-3,0,3,3,0,-3,-3,0,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,3,-2,x,-3,-3,2,x,-2,-2,-2,x,0,-2,-2,0,0,0,0,0,-3,-3,-3,-2,2,-3,0,0,0,0,0,0,0,0,0,0,-3,-1,-3,0,-3,0,0,3,-3,0,1,-1,1,-1,1,-1,1,-1,1
