0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,x,0,x,0,x,0,x,2,-2,2,0,-2,-4,2,-2,x,-2,2,-4,-4,0,2,-2,x,-3,2,0,-2,-3,0,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,-2,2,-4,x,-2,2,-2,x,x,2,-4,0,0,2,-2,-3,0,2,0,x,-3,2,0,-2,3,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,2,0,-4,0,x,0,-2,2,-2,0,-4,2,-4,2,2,2,-3,0,0,2,0,-3,0,2,0,-2,-3,2,0,-2,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,0,0,0,2,0,-2,0,x,0,-4,2,-4,2,0,x,0,2,2,2,-3,0,2,2,0,x,0,2,0,-2,-3,2,0,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,-4,0,0,0,2,0,2,0,-2,0,x,0,4,0,0,0,0,2,0,2,0,-3,0,2,2,2,-3,0,2,2,0,x,0,2,0,-2,2,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,2,0,-4,0,0,0,2,0,0,0,2,0,x,0,2,0,-2,0,0,0,0,0,5,0,-3,2,0,2,0,-3,0,2,2,2,-3,0,2,2,0,-2,0,2,0,-2,2,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,2,0,-4,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,-2,0,2,0,-2,5,0,-3,0,0,x,0,-3,x,0,2,0,-3,0,2,2,2,-3,-2,2,2,0,-2,2,2,0,-2,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,-4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,-2,0,2,0,-2,0,x,-3,-2,0,0,-3,5,0,x,0,-3,0,0,2,0,x,0,x,2,2,-3,-2,2,2,0,-2,-2,2,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,-2,0,2,0,-2,0,x,-3,-2,0,-3,-3,0,0,0,-3,0,0,0,5,0,0,0,2,0,5,0,-2,2,2,0,-2,-2,2,0,x,0,2,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,x,0,2,0,-2,0,x,-3,-2,-3,-3,-3,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,5,x,0,2,2,-2,-2,2,-2,-2,0,2,2,0,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,-2,0,x,-3,3,-3,-3,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,-2,-2,x,x,-2,-2,2,0,x,0,-2,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,x,3,3,-3,-3,0,-3,3,0,0,-3,0,0,0,0,0,0,0,0,0,5,0,0,2,2,-2,-2,x,2,-2,-2,0,0,0,0,-4,2,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,x,3,-3,-3,0,-3,3,3,0,-3,0,0,3,0,0,-3,0,0,0,0,5,0,0,2,2,-2,-2,x,2,-2,-2,0,2,-4,5,0,0,2,0,-1,2,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,2,0,-2,0,2,-3,-3,0,-3,3,3,0,-3,0,0,3,3,0,-3,0,0,3,0,0,-5,0,0,2,2,-2,-2,x,2,-2,-2,-4,x,-4,x,5,2,0,3,2,-1,x,2,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,2,0,-2,2,x,-3,-2,-3,x,0,0,-3,0,0,3,3,0,-3,3,0,3,-3,0,-3,0,0,3,2,2,-2,-2,2,2,-2,-2,-4,2,-4,-2,0,5,0,0,0,2,x,5,-2,-1,0,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,2,0,x,0,x,-3,-2,2,0,-3,-3,0,0,3,0,0,-3,3,0,3,x,0,-3,3,0,3,-3,2,x,-2,-2,x,2,x,-2,x,2,x,-2,-4,2,0,-2,0,0,-2,0,2,x,-1,0,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,-5,0,-5,0,-3,-3,0,2,3,-3,-3,-3,0,0,3,0,0,-3,3,0,3,-3,-3,x,3,-2,-2,x,2,-2,-2,0,2,-4,-2,0,2,0,-2,0,2,-2,-2,0,2,0,-1,2,0,-1,0,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,-5,0,-5,0,0,-3,-3,-3,0,2,3,-3,-3,-3,2,0,3,-3,0,-3,3,0,3,-3,-3,-3,3,0,-2,x,0,2,-2,-2,x,2,-4,-2,0,2,0,-2,0,2,-2,-2,0,2,2,-2,-1,2,0,-1,2,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-3,0,-3,-3,-3,0,2,3,-3,-3,-3,2,0,3,-3,0,x,x,0,x,-3,-3,-3,x,0,3,x,0,-3,-3,-2,-2,-4,2,-4,-2,0,2,0,-2,0,2,-2,-2,0,2,0,x,-1,x,2,-2,-1,2,2,-1,x,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,-3,-3,-3,0,2,3,-3,-3,-3,2,0,3,-3,0,x,2,0,6,-3,-3,-3,0,0,3,0,0,-3,-3,-2,x,x,-4,x,-4,-2,0,2,0,-2,0,2,-2,-2,0,2,0,-2,0,-3,0,-2,-1,-1,2,0,-1,2,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-3,0,2,3,-3,-3,-3,2,0,3,-3,0,x,2,0,-3,-3,-3,x,0,0,x,2,0,x,-3,-2,x,-4,-4,3,0,0,-2,0,2,0,-2,0,2,-2,-2,0,2,-2,-2,-3,2,-2,-2,-1,-1,-1,2,0,-1,2,0,-1,2,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
3,-3,-3,-3,2,0,3,-3,0,x,2,0,-3,-3,-3,2,0,0,-3,0,0,0,-3,0,-3,-4,x,2,3,0,0,-2,0,x,0,-2,0,2,-2,-2,0,2,-2,x,-3,x,-2,-2,x,x,-1,x,2,0,-1,2,0,-1,2,2,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-3,2,0,3,-3,0,x,2,0,-3,-3,-3,2,0,0,-3,0,2,0,-3,-3,4,0,0,0,0,3,0,0,-3,0,3,0,-2,0,2,-2,-2,0,2,-2,x,-3,2,-2,-2,-3,0,0,-1,0,2,0,-1,2,0,-1,2,0,-1,2,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,-3,0,2,2,0,-3,-3,-3,2,0,0,-3,0,2,0,-3,-3,0,2,0,0,-3,3,0,4,-3,0,0,3,0,-2,-3,2,-2,-2,-2,2,-2,x,-3,2,-2,x,-3,2,0,-2,3,0,2,0,-1,2,0,-1,2,0,-1,2,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,2,0,-3,-3,-2,2,0,-3,-3,0,2,0,-3,-3,0,2,0,0,-3,3,2,0,-3,-3,0,3,0,4,x,-3,x,x,-2,-2,x,-2,x,-3,2,-2,-3,-3,2,0,-2,-3,2,0,2,0,-2,2,0,-1,2,0,-1,2,0,-1,2,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-3,-3,-2,x,0,-3,-3,0,2,0,-3,-3,0,2,0,0,-3,3,2,0,-3,-3,0,x,0,0,-3,-3,0,3,0,-2,3,0,-2,-3,2,2,x,-3,2,2,0,x,-3,2,0,x,-3,x,2,2,0,-2,2,0,-1,2,0,-1,2,2,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,-3,-3,0,2,0,-3,-3,0,2,0,0,-3,3,2,0,-3,-3,0,x,0,0,-3,-3,0,0,0,0,x,0,0,x,0,x,x,x,-2,-2,2,0,-3,2,2,0,-3,-3,2,0,2,-3,-2,2,2,0,-2,2,0,-1,2,0,-1,2,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-3,-3,2,0,-3,-3,0,2,0,0,-3,3,2,0,-3,-3,0,x,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,13,0,-3,-3,2,2,-3,-3,2,2,0,x,-3,x,0,2,-3,-2,2,2,0,-2,2,0,-1,2,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-3,-3,0,2,0,0,-3,3,2,0,-3,-3,0,x,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-3,-3,2,2,-3,-3,0,2,2,0,-3,2,2,0,-3,-3,x,-3,2,0,-2,2,2,0,-2,2,0,-1,2,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
