0,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,1,-2,1,1,-2,0,1,-2,1,1,x,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,0,-1,-3,x,-3,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-2,0,1,-2,1,1,-2,0,1,0,1,1,-1,x,x,1,x,x,1,-1,1,-1,1,x,-2,-3,1,-3,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,1,-2,0,1,-2,1,1,-2,0,1,1,x,1,-1,0,0,1,1,-1,1,-1,x,x,-2,-3,x,-3,1,0,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,1,-1,1,-1,0,1,x,1,-1,1,3,0,-3,-3,0,0,0,1,0,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,x,x,x,1,-2,1,1,-2,0,1,-2,1,1,-2,1,x,1,-1,1,-1,0,1,x,1,x,x,3,1,x,0,0,-3,0,1,0,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,1,-1,1,-1,1,-1,0,1,0,1,0,0,0,-4,3,0,0,0,0,1,0,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,x,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,x,1,-1,1,-1,1,-1,0,1,-4,1,0,0,0,-4,0,-4,3,0,0,1,0,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,0,1,1,-1,1,-1,1,x,1,-2,0,1,-4,1,-4,0,0,-4,0,0,3,0,3,1,0,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,x,x,x,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,1,x,1,-1,1,x,2,-4,1,-4,1,1,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,1,x,x,x,2,-4,x,x,x,0,1,1,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,x,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,x,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,4,0,0,0,0,2,1,-4,0,0,1,1,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,2,1,5,4,0,0,x,-4,0,0,1,1,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,x,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,x,x,x,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,4,1,1,x,-4,4,2,1,x,-4,0,0,x,1,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,x,-2,x,1,x,4,1,-2,4,-4,4,4,-2,x,-4,0,0,-4,1,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,3,1,x,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,x,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,4,0,4,2,x,4,1,0,4,x,x,4,-4,x,3,-2,0,-4,1,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,0,0,4,4,2,4,2,-4,4,3,0,4,-2,1,x,-4,x,0,1,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,3,1,3,1,x,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0,0,0
1,-1,1,x,x,x,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-4,0,0,0,-4,4,3,x,x,x,4,2,-4,x,3,1,x,0,0,0,x,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0,0,0
-1,1,-1,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,-4,1,0,1,x,-4,0,0,0,0,0,0,-4,4,0,0,0,-2,4,0,1,-6,0,0,0,0,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,3,1,3,1,3,1,x,1,1,1,1,1,1,1,0,x,1,2,-1,0,0,0,0
1,-1,1,x,1,1,-2,0,1,-2,1,1,-2,-2,x,-2,x,1,-2,-4,1,0,1,0,-4,0,-4,0,0,4,0,0,1,-4,0,4,0,0,0,1,5,0,0,0,0,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,0,x,1,2,-1,0,0
-1,1,-1,1,-2,1,1,-2,0,1,-2,x,1,-2,-2,x,-2,-4,1,0,-4,1,-4,1,0,2,0,-4,1,-4,0,0,0,x,0,0,4,-4,0,4,1,-4,0,0,1,5,-4,1,0,0,0,-4,0,0,3,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,x,1,1,1,1,1,1,1,0,x,1,2,-1
1,x,x,x,1,-2,1,1,-2,0,1,-2,-2,x,-2,2,-4,1,-4,1,0,x,1,-4,1,-4,2,2,-4,1,0,-4,4,-4,0,0,1,x,0,0,4,1,-4,4,1,1,0,-4,1,1,5,0,-4,0,0,3,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,0,x,1
0,1,1,-2,0,1,-2,1,1,-2,-2,x,x,2,-4,0,x,2,1,-4,1,-4,2,x,-4,1,0,x,x,x,1,0,0,x,-4,0,4,1,-4,4,0,4,1,-4,4,1,1,4,-4,1,1,-4,0,-3,1,5,3,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,x,1,1,1,1,1,1,0,0
1,-2,1,1,-2,0,1,-2,x,1,x,-2,-4,2,1,-3,1,-4,2,x,-4,1,0,-2,2,-4,1,0,0,0,-4,1,0,1,-4,-2,0,0,1,-4,4,0,4,x,-4,4,1,x,4,0,x,x,-4,0,x,x,-4,3,5,x,x,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,1,1,1,0
0,1,-2,1,1,-2,0,x,-4,-2,-2,x,x,x,2,x,-4,x,0,-2,2,x,1,0,-2,x,x,1,0,1,-4,-4,1,-2,1,-4,-3,-4,0,1,-4,0,0,4,4,0,4,1,-4,4,0,0,x,0,0,0,-4,0,0,0,3,5,3,x,3,1,3,1,3,1,3,1,3,1,3,1,3,1,x,1,1,1,1
-2,0,1,-2,x,1,3,-2,-2,-4,2,0,-4,0,0,0,2,-2,0,0,0,2,x,1,0,-3,-4,-4,1,-2,1,x,x,x,x,x,-4,x,0,0,x,0,0,1,x,0,0,4,x,0,4,1,-4,4,0,0,0,0,0,0,0,0,0,3,5,3,x,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1
1,-2,3,1,3,x,x,3,x,3,-4,-2,2,2,-4,-2,0,0,2,0,0,0,2,x,1,-2,x,-2,-4,1,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,4,1,0,4,1,0,4,0,0,0,0,0,0,0,0,3,5,3,x,3,1,3,1,3,1,3,1,3,1,3,1,x
0,1,0,3,1,3,3,x,2,-2,x,x,3,-2,x,2,0,-2,0,0,2,0,1,2,x,x,1,1,-4,x,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,3,x,1,0,4,1,0,4,0,0,4,0,0,0,0,0,0,0,3,5,3,x,3,1,3,1,3,1,3,1,3,1
0,0,1,0,3,1,3,2,3,3,2,-2,0,2,3,x,0,2,0,-2,0,2,2,1,3,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,2,0,0,1,0,4,0,0,4,0,0,4,0,0,0,0,0,0,3,5,3,x,3,1,3,1,3,1,3
0,0,0,1,0,0,x,3,1,x,2,3,-2,0,-2,2,3,x,0,2,0,-2,2,2,x,x,2,x,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,0,1,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,3,5,3,x,3,1,3,1
0,0,0,0,1,0,0,0,2,2,x,2,x,2,x,0,0,2,3,x,0,2,0,-2,2,2,0,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,3,5,3,x,3
0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,2,2,2,x,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,3,0
0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,2,2,x,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,2,13,0,0,0,0,0,0,0,0,0,2,0,13,1,0,0,1,0,1,1,1,3,2,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,0,2,0,-2,10,0,0,0,0,0,0,0,0,0,-2,2,13,1,0,0,1,0,1,1,1,3,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,2,3,x,10,2,0,-2,0,0,0,0,0,0,-2,0,10,0,2,2,1,0,0,1,0,1,1,1,0,1,x,13,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,10,2,3,x,0,x,0,-2,0,0,7,0,10,0,0,10,0,2,2,3,0,0,1,0,x,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,10,2,0,0,0,2,0,-5,0,10,0,0,10,0,7,10,0,0,10,7,0,2,3,0,x,1,0,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,-5,2,0,0,0,2,0,0,10,0,0,0,0,x,3,0,0,10,0,7,10,3,0,x,2,0,10,1,1,0,1,0,0,0,0,10,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-5,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,3,10,0,0,10,0,3,3,0,x,10,1,2,10,1,0,0,2,0,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,-5,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,3,3,10,1,x,x,1,0,3,0,2,10,1,2,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,-5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,0,x,3,0,10,1,0,0,0,x,x,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-5,1,0,0,0,2,-5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,4,4,0,0,3,3,0,3,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-5,0,0,0,0,2,-5,1,0,0,0,0,-6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,3,3,3,1,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,-5,0,0,0,0,2,-5,0,0,0,0,x,x,1,0,0,0,0,-6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,x,x,4,x,x,3,1,3,0
0,0,0,0,0,2,0,-5,0,0,0,0,2,-5,0,0,0,0,0,2,0,0,0,0,-6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,4,1,3
2,0,-5,0,0,0,0,2,-5,0,0,0,0,0,2,0,0,0,-6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1
0,0,2,-5,0,0,0,0,0,2,0,0,-6,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
0,0,0,0,2,0,-6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0
