-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,2,0,-2,0,2,-2,x,1,-1,-2,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-2,-2,0,2,-2,-2,0,-2,x,1,-1,-2,0,0,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,2,0,2,-2,-2,0,x,0,-2,-2,x,1,-1,-2,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,2,-2,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,-2,x,0,2,0,-2,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,2,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,x,x,-1,2,-2,-2,-2,2,0,-2,0,0,-2,x,1,-1,-2,0,0,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,2,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,3,-2,-2,-2,2,-2,-2,0,2,-2,-2,0,-2,x,1,-1,-2,0,0,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-3,-2,-2,-2,2,x,-2,-2,2,-2,-2,0,x,0,-2,-2,x,1,-1,-2,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,x,-2,-2,-2,2,-2,-2,0,2,0,-2,-2,0,0,-2,x,1,-1,-2,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-2,-2,-2,2,-2,-2,0,2,0,-2,-2,2,0,-2,0,0,-2,x,1,-1,-2,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-2,-2,2,-2,-2,0,2,0,-2,-2,2,0,-2,0,2,-2,-2,0,-2,x,1,-1,-2,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,1,x,x,x,x,x,-2,-2,0,2,0,-2,-2,2,0,-2,0,2,-2,-2,0,x,0,-2,-2,x,1,-1,-2
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,1,0,0,-2,-2,0,2,0,-2,-2,2,0,-2,0,2,-2,-2,0,2,0,-2,-2,0,0,-2,x,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,1,-1,1,-1,-3,-2,0,2,0,-2,-2,2,0,-2,0,2,-2,-2,0,2,0,-2,-2,2,0,-2,0,0,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,x,x,x,x,2,-2,-2,-2,2,0,-2,0,2,-2,-2,0,2,0,-2,-2,2,0,-2,0,2,0,-3,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,-1,0,2,-2,-2,-2,2,0,-2,0,2,-2,-2,0,2,0,-2,-2,2,0,-2,2,2,-3,x,0,x,1,-1,x
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,-2,-2,-2,2,0,-2,0,2,-2,-2,0,2,0,-2,-2,2,0,x,0,x,-3,-2,2,2,-3,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-2,2,0,-2,0,2,-2,-2,0,2,0,-2,-2,2,0,-2,0,-5,0,-5,2,-3,x,-3,x,x,x,x,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,x,2,0,-2,0,2,-2,-2,0,2,0,-2,-2,2,-5,-2,-5,x,0,-2,-3,0,-3,0,2,0,0,-3,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,-2,0,2,-2,-2,0,2,0,x,-2,x,0,-2,-5,x,-5,3,0,-3,-3,0,0,0,-3,0,2,0,0,-3,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,17,0,0,2,0,-2,0,2,-2,-2,0,2,0,-2,-2,-3,0,3,3,17,x,0,-3,-3,0,0,3,-3,0,-3,0,0,-3,0,2,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,0,0,0,2,17,x,0,2,-2,-2,0,2,-2,-2,-2,2,0,-2,0,17,0,-3,-3,3,0,3,-3,0,-3,0,0,x,0,0,-3,0,0,0,x
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,0,0,17,0,0,0,2,-2,-2,0,2,-2,-2,-2,2,-2,-2,0,2,-3,x,3,17,3,-3,0,-3,3,0,3,-3,0,-3,0,0,-2,0,17,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,17,0,0,0,0,2,-2,-2,0,2,-2,-2,-2,2,-2,-2,0,x,-3,x,17,-2,-3,0,x,3,0,3,-3,0,-3,x,0,3,3,0,-3,0,0,0,17
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-2,0,0,2,-2,-2,0,2,-2,-2,-2,2,-2,-2,0,x,3,3,0,-2,0,0,3,0,3,-3,0,-3,3,0,3,-3,0,-3,0,0,3,-4,0,-3,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,x,1,0,-3,-2,-2,0,2,-2,-2,-2,2,-2,-2,0,2,3,-2,0,-2,0,3,3,3,x,0,-3,3,0,3,-3,0,-3,3,0,x,-3,0,-3,0,0,3,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,2,-2,-2,0,2,-2,-2,-2,2,-2,-2,0,2,3,-2,0,x,0,x,3,0,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,0,-3,0,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,2,2,-2,-2,2,2,-2,-2,-2,2,-2,-2,0,2,0,-2,0,2,0,-5,0,0,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,0,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,x,x,2,2,-2,-2,x,2,-2,-2,0,2,2,-2,-5,2,0,x,0,x,3,0,3,-3,-3,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,2,2,-2,-2,2,2,-2,x,0,x,0,-2,-5,2,2,-2,-5,5,0,3,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-2,-2,-2,2,2,-2,-2,2,5,-2,5,-2,x,-2,-2,x,2,x,x,2,x,x,3,x,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,2,-2,2,2,-2,-2,2,x,-2,-2,x,0,-2,-2,5,0,5,0,0,2,0,0,3,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,2,2,x,-2,2,2,-2,-2,2,0,-2,-2,0,0,0,0,5,0,0,5,0,3,3,0,3,x,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,-2,0,0,0,0,0,0,5,0,x,5,0,x,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,-2,0,0,0,0,0,0,0,3,0,3,x,0,x,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,-2,2,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,-2,0,0,0,0,0,0,0,0,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,-2,0,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,-2,0,0,0,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,3,-2,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,2,-2,x,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,x,x,x,x,x,-3,x,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,0,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-3,0,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,2,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,x,-2,x,2,2,x,-3,-3,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,2,2,x,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,x,-3,-2,x,0,x,-3,-3,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,x,-2,-2,2,0,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,2,2,-2,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,2,-3,x,-3,x,0,x,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,x,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,x,x,x,x,0,2,0,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,-3,-3,-3,x,0,3,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,3,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,x,x,-2,2,0,x,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,-3,-3,-3,3,0,x,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,2,2,x,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,x,x,-2,x,0,-3,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,-3,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,x,x,x,x,x,0,x,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,-2,2,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,0,0,0,-3,-3,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,-2,0,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,4,4,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,2,2,x,x,2,x,x,2,x,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,2,-2,x,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,0,2,2,0,0,3,0,3,x,2,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,0,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,0,2,3,0,0,-3,3,0,3,x,2,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,2,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,x,-2,-2,-3,2,0,3,0,0,-3,3,0,3,x,2,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,2,2,x,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,x,2,-2,0,3,0,0,x,2,0,3,0,0,-3,3,0,3,x,2,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,2,0,0,0,3,0,0,x,2,0,3,0,0,-3,3,0,3,x,2,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,2,2,-2,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,2,0,0,0,0,3,0,0,x,2,0,3,0,0,-3,3,0,3,x,2,-3,3,3,3,-3,0,-3,3,0,3,-3
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,x,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,2,0,0,0,0,0,3,0,0,x,2,0,3,0,0,-3,3,0,3,x,2,-3,3,3,3,-3,0,-3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,2,0,0,0,0,0,0,3,0,0,x,2,0,3,0,0,-3,3,0,3,x,2,-3,3,3,3,-3
