1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-2,x,2,-2,-2,0,2,0,3,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,1,x,-2,-2,0,2,0,-2,3,2,2,-1,x,-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-2,-2,0,x,0,-2,3,x,2,-2,-1,x,2,x,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-3,-2,0,0,0,-2,3,0,0,2,-1,x,2,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,x,x,0,-2,-2,0,0,0,0,3,x,0,2,x,-1,x,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-2,-2,0,0,0,0,0,0,0,0,3,3,-1,2,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,3,-2,0,0,0,0,0,0,0,0,0,3,0,-1,x,3,x,x,2,-1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,0,-10,3,0,0,0,0,0,0,0,0,-1,0,3,0,0,3,x,-1,x,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-1,1,-1,1,0,1,0,-10,0,-10,3,0,0,0,0,-1,0,0,0,0,0,3,-1,0,2,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,x,1,-1,1,-1,1,0,1,0,-10,0,-10,0,-10,3,-1,0,0,0,0,0,0,-1,0,-2,x,-1,x,x,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-10,1,x,1,x,1,-1,1,0,1,0,-10,0,-10,0,x,0,-10,3,-1,0,0,-1,-2,-2,0,-1,0,0,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,x,x,-1,1,-1,1,-1,1,-1,1,x,1,-10,1,-10,1,-1,1,x,1,0,1,0,-10,0,-10,0,0,0,x,0,-10,3,x,-2,0,-1,0,0,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-3,x,x,x,x,1,-1,1,-1,1,-10,1,-10,1,x,1,-1,1,0,1,-10,1,0,-10,0,-10,0,0,-10,0,0,x,0,-10,2,0,-2,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,x,1,x,x,-5,-10,0,1,-1,1,x,1,x,x,-10,1,-10,1,x,1,-1,2,0,1,0,1,-10,-10,0,-10,0,0,0,0,0,2,0,-2,-2,x,-1,x,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,x,x,x,x,x,x,1,-1,1,x,1,0,1,-5,-10,x,-2,-1,1,x,1,0,1,0,0,x,x,-10,1,x,1,-1,2,2,1,0,1,0,-10,0,-10,0,0,2,0,-2,-2,2,0,2,0,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,-1,1,-1,1,0,0,-5,-10,1,x,1,x,1,0,1,0,1,x,2,-1,x,0,1,0,1,0,1,0,0,-10,0,-10,1,x,1,-1,x,2,2,0,1,0,-10,0,-3,0,-2,-2,2,0,-2,2,2,-1,x,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
x,x,1,-1,1,x,1,-1,1,-5,0,-5,-10,1,0,1,0,1,0,1,0,1,-1,-10,2,-3,0,1,0,1,0,1,-10,0,0,0,-10,1,-1,1,-1,0,0,2,2,-2,0,2,-2,-2,2,0,-2,2,2,0,x,2,2,-1,0,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,x,x,1,x,1,x,1,-1,1,-5,0,x,-10,1,0,1,0,1,0,2,x,x,-1,x,-10,-2,x,1,0,1,-10,1,-10,0,0,1,-1,1,-1,1,-3,0,-2,0,2,-2,-2,2,2,-2,-2,2,0,-2,2,2,0,-1,2,-2,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,-10,1,-5,1,-1,1,-1,1,-5,0,0,-10,2,0,1,0,1,1,-10,-3,-10,-2,0,0,0,0,1,0,1,x,1,-10,1,-1,1,x,1,x,x,-3,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,x,x,-1,x,-2,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-5,1,0,0,-10,1,x,1,-1,1,x,x,3,-10,-2,-10,2,2,1,-3,1,x,-2,x,-10,1,0,0,0,0,1,0,2,0,1,-1,1,-1,1,-3,-3,-3,-2,x,x,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,3,-2,-2,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,-3,-10,0,-10,1,x,1,-1,1,0,-2,0,x,x,x,x,2,x,x,-2,-10,-2,0,0,1,0,0,0,0,1,0,2,x,1,x,x,x,x,x,0,-3,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,x,x,x,x,3,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,1,-1,1,x,1,-10,-2,0,0,0,0,0,-2,-3,-2,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,-3,0,-7,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,0,0,0,0,0,-4,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,1,-10,0,0,0,1,-1,1,-1,1,-2,1,0,-2,0,0,6,0,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-7,2,x,-3,-7,-7,2,-2,2,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,6,1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,1,0,0,1,-1,1,x,x,x,1,-2,1,0,-2,0,-2,0,0,0,0,0,6,0,-2,1,-7,0,1,-3,-7,5,0,x,0,0,2,0,-2,2,0,x,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,x,x,2,x,1,1,x,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,1,1,-1,1,-1,1,1,-2,0,1,-2,1,-2,-2,0,-2,1,-7,0,0,x,-2,0,1,x,0,6,1,-2,0,0,5,2,-3,x,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,0,2,2,1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,1,x,1,-1,1,x,1,1,-2,1,x,-2,1,-2,-2,-7,0,1,0,-2,0,0,0,0,3,1,-2,0,x,5,-3,0,6,5,-3,0,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,1,-1,1,-1,1,-2,x,x,-2,1,-2,-2,x,0,-2,0,-2,1,0,-2,0,0,1,-2,0,x,-3,0,x,0,-2,0,0,x,-3,2,x,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,1,-1,1,x,x,x,1,-2,1,-2,-2,1,0,-2,0,-2,0,0,-2,1,0,-3,-2,0,x,-3,0,0,0,-2,0,0,-3,0,0,0,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,1,-1,1,-1,1,1,-2,1,x,-2,1,0,-2,1,-2,-2,0,-2,0,-3,-3,-2,0,-3,-3,0,0,0,-2,0,-3,-3,0,0,0,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,1,-1,1,-1,1,x,1,1,-2,1,0,-2,1,-2,-2,1,-2,2,-3,2,-2,-3,-3,-3,0,0,0,-2,-3,-3,-3,0,0,0,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-2,1,1,-2,1,-2,-2,1,-2,x,x,x,x,x,-3,x,-2,0,-3,4,-3,-3,-3,0,0,0,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,x,x,x,1,-2,1,x,-2,1,-2,-2,1,0,0,-3,0,-2,-2,-3,0,-3,-3,-3,0,0,0,4,0,2,-5,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,1,-2,0,1,-2,1,-2,-2,1,0,x,1,-2,-2,2,0,-3,-3,-3,0,0,0,0,-4,0,x,0,-2,-2,x,2,x,-2,2,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1
-1,1,-1,1,x,1,1,-2,1,x,-2,1,0,-2,1,-2,x,1,-3,x,-2,2,0,-3,5,0,0,0,0,0,-2,-2,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-2,1,1,-2,1,0,-2,1,-2,x,x,-3,-2,x,0,-3,x,-2,2,0,-3,0,0,-2,-6,0,2,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,x,1,-1,1,-1,1,-1,1,-1,1
-1,1,x,x,x,1,-2,1,1,-2,1,-2,-2,x,-3,-2,0,-3,-3,-2,x,0,-3,x,0,2,-2,-3,2,2,0,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,x,1,-1,1,-1,1,-1,1,-1
0,0,1,1,-2,0,1,-2,1,x,-2,x,-3,-2,-3,-3,2,-2,0,-3,-3,0,2,0,-3,0,0,2,0,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,x,1,-1,1,-1,1,-1,1
0,1,-2,1,1,-2,0,1,-2,-2,0,2,-3,0,-2,-2,-3,-3,2,2,0,-3,0,0,2,0,0,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,2,x,1,-1,1,-1,1,-1
-2,0,1,-2,1,1,-2,-2,1,-3,-2,-2,-2,2,-3,-3,x,0,-3,0,2,2,0,-3,0,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,x,1,-1,1,-1,1
1,-2,0,1,-2,x,x,x,-2,x,x,x,x,-3,0,x,0,-3,2,0,-3,0,2,2,2,-3,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,x,1,-1,1,-1
0,1,-2,0,1,0,-2,0,0,0,-3,0,0,0,-3,2,0,-3,0,0,2,0,x,-3,x,x,2,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,x,1,-1,1
-2,0,1,0,-2,1,0,4,0,0,0,-3,2,0,-3,0,0,2,0,0,-3,0,2,0,2,-3,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,2,x,1,-1
0,0,-2,1,4,x,1,0,-4,2,0,x,0,0,2,0,0,-3,0,2,0,0,x,-3,x,-2,2,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,x,1
x,0,0,0,x,0,0,1,4,0,0,2,-4,0,-3,0,2,0,0,-3,-3,2,-2,-2,2,0,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2
0,0,0,0,4,0,0,0,x,3,0,x,4,2,-4,0,x,-3,2,x,-2,x,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2
0,0,0,0,0,0,0,0,4,0,-4,3,3,x,-3,2,3,0,-2,-3,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2
0,0,0,0,0,0,-4,0,3,3,0,x,4,3,3,3,x,-2,2,x,-2,-2,x,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2
0,0,-4,0,0,0,0,0,0,0,0,3,3,3,0,-2,-2,3,x,-2,x,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2
0,0,0,0,0,0,0,0,0,0,3,3,0,-2,-2,3,3,-2,-2,2,-2,-2,x,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2
0,0,0,0,0,0,0,0,3,3,0,-2,-2,3,3,-2,-2,2,x,x,-2,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2
0,0,0,0,0,0,3,3,0,-2,-2,3,3,-2,-2,0,3,3,-2,-3,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2
0,0,0,0,3,3,0,-2,-2,3,3,-2,-2,3,3,3,x,x,-2,x,x,x,x,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2
0,0,3,3,0,-2,-2,3,3,-2,-2,0,3,3,-2,-2,-3,3,3,0,0,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2
